"","dteday","hr"
"3552",2011-06-01,21
"3553",2011-06-01,22
"3554",2011-06-01,23
"3555",2011-06-02,0
"3556",2011-06-02,1
"3557",2011-06-02,2
"3558",2011-06-02,3
"3559",2011-06-02,4
"3560",2011-06-02,5
"3561",2011-06-02,6
"3562",2011-06-02,7
"3563",2011-06-02,8
"3564",2011-06-02,9
"3565",2011-06-02,10
"3566",2011-06-02,11
"3567",2011-06-02,12
"3568",2011-06-02,13
"3569",2011-06-02,14
"3570",2011-06-02,15
"3571",2011-06-02,16
"3572",2011-06-02,17
"3573",2011-06-02,18
"3574",2011-06-02,19
"3575",2011-06-02,20
"3576",2011-06-02,21
"3577",2011-06-02,22
"3578",2011-06-02,23
"3579",2011-06-03,0
"3580",2011-06-03,1
"3581",2011-06-03,2
"3582",2011-06-03,3
"3583",2011-06-03,4
"3584",2011-06-03,5
"3585",2011-06-03,6
"3586",2011-06-03,7
"3587",2011-06-03,8
"3588",2011-06-03,9
"3589",2011-06-03,10
"3590",2011-06-03,11
"3591",2011-06-03,12
"3592",2011-06-03,13
"3593",2011-06-03,14
"3594",2011-06-03,15
"3595",2011-06-03,16
"3596",2011-06-03,17
"3597",2011-06-03,18
"3598",2011-06-03,19
"3599",2011-06-03,20
"3600",2011-06-03,21
"3601",2011-06-03,22
"3602",2011-06-03,23
"3603",2011-06-04,0
"3604",2011-06-04,1
"3605",2011-06-04,2
"3606",2011-06-04,3
"3607",2011-06-04,4
"3608",2011-06-04,5
"3609",2011-06-04,6
"3610",2011-06-04,7
"3611",2011-06-04,8
"3612",2011-06-04,9
"3613",2011-06-04,10
"3614",2011-06-04,11
"3615",2011-06-04,12
"3616",2011-06-04,13
"3617",2011-06-04,14
"3618",2011-06-04,15
"3619",2011-06-04,16
"3620",2011-06-04,17
"3621",2011-06-04,18
"3622",2011-06-04,19
"3623",2011-06-04,20
"3624",2011-06-04,21
"3625",2011-06-04,22
"3626",2011-06-04,23
"3627",2011-06-05,0
"3628",2011-06-05,1
"3629",2011-06-05,2
"3630",2011-06-05,3
"3631",2011-06-05,4
"3632",2011-06-05,5
"3633",2011-06-05,6
"3634",2011-06-05,7
"3635",2011-06-05,8
"3636",2011-06-05,9
"3637",2011-06-05,10
"3638",2011-06-05,11
"3639",2011-06-05,12
"3640",2011-06-05,13
"3641",2011-06-05,14
"3642",2011-06-05,15
"3643",2011-06-05,16
"3644",2011-06-05,17
"3645",2011-06-05,18
"3646",2011-06-05,19
"3647",2011-06-05,20
"3648",2011-06-05,21
"3649",2011-06-05,22
"3650",2011-06-05,23
"3651",2011-06-06,0
"3652",2011-06-06,1
"3653",2011-06-06,2
"3654",2011-06-06,3
"3655",2011-06-06,4
"3656",2011-06-06,5
"3657",2011-06-06,6
"3658",2011-06-06,7
"3659",2011-06-06,8
"3660",2011-06-06,9
"3661",2011-06-06,10
"3662",2011-06-06,11
"3663",2011-06-06,12
"3664",2011-06-06,13
"3665",2011-06-06,14
"3666",2011-06-06,15
"3667",2011-06-06,16
"3668",2011-06-06,17
"3669",2011-06-06,18
"3670",2011-06-06,19
"3671",2011-06-06,20
"3672",2011-06-06,21
"3673",2011-06-06,22
"3674",2011-06-06,23
"3675",2011-06-07,0
"3676",2011-06-07,1
"3677",2011-06-07,2
"3678",2011-06-07,3
"3679",2011-06-07,4
"3680",2011-06-07,5
"3681",2011-06-07,6
"3682",2011-06-07,7
"3683",2011-06-07,8
"3684",2011-06-07,9
"3685",2011-06-07,10
"3686",2011-06-07,11
"3687",2011-06-07,12
"3688",2011-06-07,13
"3689",2011-06-07,14
"3690",2011-06-07,15
"3691",2011-06-07,16
"3692",2011-06-07,17
"3693",2011-06-07,18
"3694",2011-06-07,19
"3695",2011-06-07,20
"3696",2011-06-07,21
"3697",2011-06-07,22
"3698",2011-06-07,23
"3699",2011-06-08,0
"3700",2011-06-08,1
"3701",2011-06-08,2
"3702",2011-06-08,3
"3703",2011-06-08,4
"3704",2011-06-08,5
"3705",2011-06-08,6
"3706",2011-06-08,7
"3707",2011-06-08,8
"3708",2011-06-08,9
"3709",2011-06-08,10
"3710",2011-06-08,11
"3711",2011-06-08,12
"3712",2011-06-08,13
"3713",2011-06-08,14
"3714",2011-06-08,15
"3715",2011-06-08,16
"3716",2011-06-08,17
"3717",2011-06-08,18
"3718",2011-06-08,19
"3719",2011-06-08,20
"3720",2011-06-08,21
"3721",2011-06-08,22
"3722",2011-06-08,23
"3723",2011-06-09,0
"3724",2011-06-09,1
"3725",2011-06-09,2
"3726",2011-06-09,3
"3727",2011-06-09,4
"3728",2011-06-09,5
"3729",2011-06-09,6
"3730",2011-06-09,7
"3731",2011-06-09,8
"3732",2011-06-09,9
"3733",2011-06-09,10
"3734",2011-06-09,11
"3735",2011-06-09,12
"3736",2011-06-09,13
"3737",2011-06-09,14
"3738",2011-06-09,15
"3739",2011-06-09,16
"3740",2011-06-09,17
"3741",2011-06-09,18
"3742",2011-06-09,19
"3743",2011-06-09,20
"3744",2011-06-09,21
"3745",2011-06-09,22
"3746",2011-06-09,23
"3747",2011-06-10,0
"3748",2011-06-10,1
"3749",2011-06-10,2
"3750",2011-06-10,3
"3751",2011-06-10,4
"3752",2011-06-10,5
"3753",2011-06-10,6
"3754",2011-06-10,7
"3755",2011-06-10,8
"3756",2011-06-10,9
"3757",2011-06-10,10
"3758",2011-06-10,11
"3759",2011-06-10,12
"3760",2011-06-10,13
"3761",2011-06-10,14
"3762",2011-06-10,15
"3763",2011-06-10,16
"3764",2011-06-10,17
"3765",2011-06-10,18
"3766",2011-06-10,19
"3767",2011-06-10,20
"3768",2011-06-10,21
"3769",2011-06-10,22
"3770",2011-06-10,23
"3771",2011-06-11,0
"3772",2011-06-11,1
"3773",2011-06-11,2
"3774",2011-06-11,3
"3775",2011-06-11,4
"3776",2011-06-11,5
"3777",2011-06-11,6
"3778",2011-06-11,7
"3779",2011-06-11,8
"3780",2011-06-11,9
"3781",2011-06-11,10
"3782",2011-06-11,11
"3783",2011-06-11,12
"3784",2011-06-11,13
"3785",2011-06-11,14
"3786",2011-06-11,15
"3787",2011-06-11,16
"3788",2011-06-11,17
"3789",2011-06-11,18
"3790",2011-06-11,19
"3791",2011-06-11,20
"3792",2011-06-11,21
"3793",2011-06-11,22
"3794",2011-06-11,23
"3795",2011-06-12,0
"3796",2011-06-12,1
"3797",2011-06-12,2
"3798",2011-06-12,3
"3799",2011-06-12,4
"3800",2011-06-12,5
"3801",2011-06-12,6
"3802",2011-06-12,7
"3803",2011-06-12,8
"3804",2011-06-12,9
"3805",2011-06-12,10
"3806",2011-06-12,11
"3807",2011-06-12,12
"3808",2011-06-12,13
"3809",2011-06-12,14
"3810",2011-06-12,15
"3811",2011-06-12,16
"3812",2011-06-12,17
"3813",2011-06-12,18
"3814",2011-06-12,19
"3815",2011-06-12,20
"3816",2011-06-12,21
"3817",2011-06-12,22
"3818",2011-06-12,23
"3819",2011-06-13,0
"3820",2011-06-13,1
"3821",2011-06-13,2
"3822",2011-06-13,3
"3823",2011-06-13,4
"3824",2011-06-13,5
"3825",2011-06-13,6
"3826",2011-06-13,7
"3827",2011-06-13,8
"3828",2011-06-13,9
"3829",2011-06-13,10
"3830",2011-06-13,11
"3831",2011-06-13,12
"3832",2011-06-13,13
"3833",2011-06-13,14
"3834",2011-06-13,15
"3835",2011-06-13,16
"3836",2011-06-13,17
"3837",2011-06-13,18
"3838",2011-06-13,19
"3839",2011-06-13,20
"3840",2011-06-13,21
"3841",2011-06-13,22
"3842",2011-06-13,23
"3843",2011-06-14,0
"3844",2011-06-14,1
"3845",2011-06-14,2
"3846",2011-06-14,3
"3847",2011-06-14,4
"3848",2011-06-14,5
"3849",2011-06-14,6
"3850",2011-06-14,7
"3851",2011-06-14,8
"3852",2011-06-14,9
"3853",2011-06-14,10
"3854",2011-06-14,11
"3855",2011-06-14,12
"3856",2011-06-14,13
"3857",2011-06-14,14
"3858",2011-06-14,15
"3859",2011-06-14,16
"3860",2011-06-14,17
"3861",2011-06-14,18
"3862",2011-06-14,19
"3863",2011-06-14,20
"3864",2011-06-14,21
"3865",2011-06-14,22
"3866",2011-06-14,23
"3867",2011-06-15,0
"3868",2011-06-15,1
"3869",2011-06-15,2
"3870",2011-06-15,3
"3871",2011-06-15,4
"3872",2011-06-15,5
"3873",2011-06-15,6
"3874",2011-06-15,7
"3875",2011-06-15,8
"3876",2011-06-15,9
"3877",2011-06-15,10
"3878",2011-06-15,11
"3879",2011-06-15,12
"3880",2011-06-15,13
"3881",2011-06-15,14
"3882",2011-06-15,15
"3883",2011-06-15,16
"3884",2011-06-15,17
"3885",2011-06-15,18
"3886",2011-06-15,19
"3887",2011-06-15,20
"3888",2011-06-15,21
"3889",2011-06-15,22
"3890",2011-06-15,23
"3891",2011-06-16,0
"3892",2011-06-16,1
"3893",2011-06-16,2
"3894",2011-06-16,3
"3895",2011-06-16,4
"3896",2011-06-16,5
"3897",2011-06-16,6
"3898",2011-06-16,7
"3899",2011-06-16,8
"3900",2011-06-16,9
"3901",2011-06-16,10
"3902",2011-06-16,11
"3903",2011-06-16,12
"3904",2011-06-16,13
"3905",2011-06-16,14
"3906",2011-06-16,15
"3907",2011-06-16,16
"3908",2011-06-16,17
"3909",2011-06-16,18
"3910",2011-06-16,19
"3911",2011-06-16,20
"3912",2011-06-16,21
"3913",2011-06-16,22
"3914",2011-06-16,23
"3915",2011-06-17,0
"3916",2011-06-17,1
"3917",2011-06-17,2
"3918",2011-06-17,3
"3919",2011-06-17,4
"3920",2011-06-17,5
"3921",2011-06-17,6
"3922",2011-06-17,7
"3923",2011-06-17,8
"3924",2011-06-17,9
"3925",2011-06-17,10
"3926",2011-06-17,11
"3927",2011-06-17,12
"3928",2011-06-17,13
"3929",2011-06-17,14
"3930",2011-06-17,15
"3931",2011-06-17,16
"3932",2011-06-17,17
"3933",2011-06-17,18
"3934",2011-06-17,19
"3935",2011-06-17,20
"3936",2011-06-17,21
"3937",2011-06-17,22
"3938",2011-06-17,23
"3939",2011-06-18,0
"3940",2011-06-18,1
"3941",2011-06-18,2
"3942",2011-06-18,3
"3943",2011-06-18,4
"3944",2011-06-18,5
"3945",2011-06-18,6
"3946",2011-06-18,7
"3947",2011-06-18,8
"3948",2011-06-18,9
"3949",2011-06-18,10
"3950",2011-06-18,11
"3951",2011-06-18,12
"3952",2011-06-18,13
"3953",2011-06-18,14
"3954",2011-06-18,15
"3955",2011-06-18,16
"3956",2011-06-18,17
"3957",2011-06-18,18
"3958",2011-06-18,19
"3959",2011-06-18,20
"3960",2011-06-18,21
"3961",2011-06-18,22
"3962",2011-06-18,23
"3963",2011-06-19,0
"3964",2011-06-19,1
"3965",2011-06-19,2
"3966",2011-06-19,3
"3967",2011-06-19,4
"3968",2011-06-19,5
"3969",2011-06-19,6
"3970",2011-06-19,7
"3971",2011-06-19,8
"3972",2011-06-19,9
"3973",2011-06-19,10
"3974",2011-06-19,11
"3975",2011-06-19,12
"3976",2011-06-19,13
"3977",2011-06-19,14
"3978",2011-06-19,15
"3979",2011-06-19,16
"3980",2011-06-19,17
"3981",2011-06-19,18
"3982",2011-06-19,19
"3983",2011-06-19,20
"3984",2011-06-19,21
"3985",2011-06-19,22
"3986",2011-06-19,23
"3987",2011-06-20,0
"3988",2011-06-20,1
"3989",2011-06-20,2
"3990",2011-06-20,3
"3991",2011-06-20,4
"3992",2011-06-20,5
"3993",2011-06-20,6
"3994",2011-06-20,7
"3995",2011-06-20,8
"3996",2011-06-20,9
"3997",2011-06-20,10
"3998",2011-06-20,11
"3999",2011-06-20,12
"4000",2011-06-20,13
"4001",2011-06-20,14
"4002",2011-06-20,15
"4003",2011-06-20,16
"4004",2011-06-20,17
"4005",2011-06-20,18
"4006",2011-06-20,19
"4007",2011-06-20,20
"4008",2011-06-20,21
"4009",2011-06-20,22
"4010",2011-06-20,23
"4011",2011-06-21,0
"4012",2011-06-21,1
"4013",2011-06-21,2
"4014",2011-06-21,3
"4015",2011-06-21,4
"4016",2011-06-21,5
"4017",2011-06-21,6
"4018",2011-06-21,7
"4019",2011-06-21,8
"4020",2011-06-21,9
"4021",2011-06-21,10
"4022",2011-06-21,11
"4023",2011-06-21,12
"4024",2011-06-21,13
"4025",2011-06-21,14
"4026",2011-06-21,15
"4027",2011-06-21,16
"4028",2011-06-21,17
"4029",2011-06-21,18
"4030",2011-06-21,19
"4031",2011-06-21,20
"4032",2011-06-21,21
"4033",2011-06-21,22
"4034",2011-06-21,23
"4035",2011-06-22,0
"4036",2011-06-22,1
"4037",2011-06-22,2
"4038",2011-06-22,3
"4039",2011-06-22,4
"4040",2011-06-22,5
"4041",2011-06-22,6
"4042",2011-06-22,7
"4043",2011-06-22,8
"4044",2011-06-22,9
"4045",2011-06-22,10
"4046",2011-06-22,11
"4047",2011-06-22,12
"4048",2011-06-22,13
"4049",2011-06-22,14
"4050",2011-06-22,15
"4051",2011-06-22,16
"4052",2011-06-22,17
"4053",2011-06-22,18
"4054",2011-06-22,19
"4055",2011-06-22,20
"4056",2011-06-22,21
"4057",2011-06-22,22
"4058",2011-06-22,23
"4059",2011-06-23,0
"4060",2011-06-23,1
"4061",2011-06-23,2
"4062",2011-06-23,3
"4063",2011-06-23,4
"4064",2011-06-23,5
"4065",2011-06-23,6
"4066",2011-06-23,7
"4067",2011-06-23,8
"4068",2011-06-23,9
"4069",2011-06-23,10
"4070",2011-06-23,11
"4071",2011-06-23,12
"4072",2011-06-23,13
"4073",2011-06-23,14
"4074",2011-06-23,15
"4075",2011-06-23,16
"4076",2011-06-23,17
"4077",2011-06-23,18
"4078",2011-06-23,19
"4079",2011-06-23,20
"4080",2011-06-23,21
"4081",2011-06-23,22
"4082",2011-06-23,23
"4083",2011-06-24,0
"4084",2011-06-24,1
"4085",2011-06-24,2
"4086",2011-06-24,3
"4087",2011-06-24,4
"4088",2011-06-24,5
"4089",2011-06-24,6
"4090",2011-06-24,7
"4091",2011-06-24,8
"4092",2011-06-24,9
"4093",2011-06-24,10
"4094",2011-06-24,11
"4095",2011-06-24,12
"4096",2011-06-24,13
"4097",2011-06-24,14
"4098",2011-06-24,15
"4099",2011-06-24,16
"4100",2011-06-24,17
"4101",2011-06-24,18
"4102",2011-06-24,19
"4103",2011-06-24,20
"4104",2011-06-24,21
"4105",2011-06-24,22
"4106",2011-06-24,23
"4107",2011-06-25,0
"4108",2011-06-25,1
"4109",2011-06-25,2
"4110",2011-06-25,3
"4111",2011-06-25,4
"4112",2011-06-25,5
"4113",2011-06-25,6
"4114",2011-06-25,7
"4115",2011-06-25,8
"4116",2011-06-25,9
"4117",2011-06-25,10
"4118",2011-06-25,11
"4119",2011-06-25,12
"4120",2011-06-25,13
"4121",2011-06-25,14
"4122",2011-06-25,15
"4123",2011-06-25,16
"4124",2011-06-25,17
"4125",2011-06-25,18
"4126",2011-06-25,19
"4127",2011-06-25,20
"4128",2011-06-25,21
"4129",2011-06-25,22
"4130",2011-06-25,23
"4131",2011-06-26,0
"4132",2011-06-26,1
"4133",2011-06-26,2
"4134",2011-06-26,3
"4135",2011-06-26,4
"4136",2011-06-26,5
"4137",2011-06-26,6
"4138",2011-06-26,7
"4139",2011-06-26,8
"4140",2011-06-26,9
"4141",2011-06-26,10
"4142",2011-06-26,11
"4143",2011-06-26,12
"4144",2011-06-26,13
"4145",2011-06-26,14
"4146",2011-06-26,15
"4147",2011-06-26,16
"4148",2011-06-26,17
"4149",2011-06-26,18
"4150",2011-06-26,19
"4151",2011-06-26,20
"4152",2011-06-26,21
"4153",2011-06-26,22
"4154",2011-06-26,23
"4155",2011-06-27,0
"4156",2011-06-27,1
"4157",2011-06-27,2
"4158",2011-06-27,3
"4159",2011-06-27,4
"4160",2011-06-27,5
"4161",2011-06-27,6
"4162",2011-06-27,7
"4163",2011-06-27,8
"4164",2011-06-27,9
"4165",2011-06-27,10
"4166",2011-06-27,11
"4167",2011-06-27,12
"4168",2011-06-27,13
"4169",2011-06-27,14
"4170",2011-06-27,15
"4171",2011-06-27,16
"4172",2011-06-27,17
"4173",2011-06-27,18
"4174",2011-06-27,19
"4175",2011-06-27,20
"4176",2011-06-27,21
"4177",2011-06-27,22
"4178",2011-06-27,23
"4179",2011-06-28,0
"4180",2011-06-28,1
"4181",2011-06-28,2
"4182",2011-06-28,3
"4183",2011-06-28,4
"4184",2011-06-28,5
"4185",2011-06-28,6
"4186",2011-06-28,7
"4187",2011-06-28,8
"4188",2011-06-28,9
"4189",2011-06-28,10
"4190",2011-06-28,11
"4191",2011-06-28,12
"4192",2011-06-28,13
"4193",2011-06-28,14
"4194",2011-06-28,15
"4195",2011-06-28,16
"4196",2011-06-28,17
"4197",2011-06-28,18
"4198",2011-06-28,19
"4199",2011-06-28,20
"4200",2011-06-28,21
"4201",2011-06-28,22
"4202",2011-06-28,23
"4203",2011-06-29,0
"4204",2011-06-29,1
"4205",2011-06-29,2
"4206",2011-06-29,3
"4207",2011-06-29,4
"4208",2011-06-29,5
"4209",2011-06-29,6
"4210",2011-06-29,7
"4211",2011-06-29,8
"4212",2011-06-29,9
"4213",2011-06-29,10
"4214",2011-06-29,11
"4215",2011-06-29,12
"4216",2011-06-29,13
"4217",2011-06-29,14
"4218",2011-06-29,15
"4219",2011-06-29,16
"4220",2011-06-29,17
"4221",2011-06-29,18
"4222",2011-06-29,19
"4223",2011-06-29,20
"4224",2011-06-29,21
"4225",2011-06-29,22
"4226",2011-06-29,23
"4227",2011-06-30,0
"4228",2011-06-30,1
"4229",2011-06-30,2
"4230",2011-06-30,3
"4231",2011-06-30,4
"4232",2011-06-30,5
"4233",2011-06-30,6
"4234",2011-06-30,7
"4235",2011-06-30,8
"4236",2011-06-30,9
"4237",2011-06-30,10
"4238",2011-06-30,11
"4239",2011-06-30,12
"4240",2011-06-30,13
"4241",2011-06-30,14
"4242",2011-06-30,15
"4243",2011-06-30,16
"4244",2011-06-30,17
"4245",2011-06-30,18
"4246",2011-06-30,19
"4247",2011-06-30,20
"4248",2011-06-30,21
"4249",2011-06-30,22
"4250",2011-06-30,23
"4251",2011-07-01,0
"4252",2011-07-01,1
"4253",2011-07-01,2
"4254",2011-07-01,3
"4255",2011-07-01,4
"4256",2011-07-01,5
"4257",2011-07-01,6
"4258",2011-07-01,7
"4259",2011-07-01,8
"4260",2011-07-01,9
"4261",2011-07-01,10
"4262",2011-07-01,11
"4263",2011-07-01,12
"4264",2011-07-01,13
"4265",2011-07-01,14
"4266",2011-07-01,15
"4267",2011-07-01,16
"4268",2011-07-01,17
"4269",2011-07-01,18
"4270",2011-07-01,19
"4271",2011-07-01,20
"4272",2011-07-01,21
"4273",2011-07-01,22
"4274",2011-07-01,23
"4275",2011-07-02,0
"4276",2011-07-02,1
"4277",2011-07-02,2
"4278",2011-07-02,3
"4279",2011-07-02,4
"4280",2011-07-02,5
"4281",2011-07-02,6
"4282",2011-07-02,7
"4283",2011-07-02,8
"4284",2011-07-02,9
"4285",2011-07-02,10
"4286",2011-07-02,11
"4287",2011-07-02,12
"4288",2011-07-02,13
"4289",2011-07-02,14
"4290",2011-07-02,15
"4291",2011-07-02,16
"4292",2011-07-02,17
"4293",2011-07-02,18
"4294",2011-07-02,19
"4295",2011-07-02,20
"4296",2011-07-02,21
"4297",2011-07-02,22
"4298",2011-07-02,23
"4299",2011-07-03,0
"4300",2011-07-03,1
"4301",2011-07-03,2
"4302",2011-07-03,3
"4303",2011-07-03,4
"4304",2011-07-03,5
"4305",2011-07-03,6
"4306",2011-07-03,7
"4307",2011-07-03,8
"4308",2011-07-03,9
"4309",2011-07-03,10
"4310",2011-07-03,11
"4311",2011-07-03,12
"4312",2011-07-03,13
"4313",2011-07-03,14
"4314",2011-07-03,15
"4315",2011-07-03,16
"4316",2011-07-03,17
"4317",2011-07-03,18
"4318",2011-07-03,19
"4319",2011-07-03,20
"4320",2011-07-03,21
"4321",2011-07-03,22
"4322",2011-07-03,23
"4323",2011-07-04,0
"4324",2011-07-04,1
"4325",2011-07-04,2
"4326",2011-07-04,3
"4327",2011-07-04,4
"4328",2011-07-04,5
"4329",2011-07-04,6
"4330",2011-07-04,7
"4331",2011-07-04,8
"4332",2011-07-04,9
"4333",2011-07-04,10
"4334",2011-07-04,11
"4335",2011-07-04,12
"4336",2011-07-04,13
"4337",2011-07-04,14
"4338",2011-07-04,15
"4339",2011-07-04,16
"4340",2011-07-04,17
"4341",2011-07-04,18
"4342",2011-07-04,19
"4343",2011-07-04,20
"4344",2011-07-04,21
"4345",2011-07-04,22
"4346",2011-07-04,23
"4347",2011-07-05,0
"4348",2011-07-05,1
"4349",2011-07-05,2
"4350",2011-07-05,3
"4351",2011-07-05,4
"4352",2011-07-05,5
"4353",2011-07-05,6
"4354",2011-07-05,7
"4355",2011-07-05,8
"4356",2011-07-05,9
"4357",2011-07-05,10
"4358",2011-07-05,11
"4359",2011-07-05,12
"4360",2011-07-05,13
"4361",2011-07-05,14
"4362",2011-07-05,15
"4363",2011-07-05,16
"4364",2011-07-05,17
"4365",2011-07-05,18
"4366",2011-07-05,19
"4367",2011-07-05,20
"4368",2011-07-05,21
"4369",2011-07-05,22
"4370",2011-07-05,23
"4371",2011-07-06,0
"4372",2011-07-06,1
"4373",2011-07-06,2
"4374",2011-07-06,3
"4375",2011-07-06,4
"4376",2011-07-06,5
"4377",2011-07-06,6
"4378",2011-07-06,7
"4379",2011-07-06,8
"4380",2011-07-06,9
"4381",2011-07-06,10
"4382",2011-07-06,11
"4383",2011-07-06,12
"4384",2011-07-06,13
"4385",2011-07-06,14
"4386",2011-07-06,15
"4387",2011-07-06,16
"4388",2011-07-06,17
"4389",2011-07-06,18
"4390",2011-07-06,19
"4391",2011-07-06,20
"4392",2011-07-06,21
"4393",2011-07-06,22
"4394",2011-07-06,23
"4395",2011-07-07,0
"4396",2011-07-07,1
"4397",2011-07-07,2
"4398",2011-07-07,3
"4399",2011-07-07,4
"4400",2011-07-07,5
"4401",2011-07-07,6
"4402",2011-07-07,7
"4403",2011-07-07,8
"4404",2011-07-07,9
"4405",2011-07-07,10
"4406",2011-07-07,11
"4407",2011-07-07,12
"4408",2011-07-07,13
"4409",2011-07-07,14
"4410",2011-07-07,15
"4411",2011-07-07,16
"4412",2011-07-07,17
"4413",2011-07-07,18
"4414",2011-07-07,19
"4415",2011-07-07,20
"4416",2011-07-07,21
"4417",2011-07-07,22
"4418",2011-07-07,23
"4419",2011-07-08,0
"4420",2011-07-08,1
"4421",2011-07-08,2
"4422",2011-07-08,3
"4423",2011-07-08,4
"4424",2011-07-08,5
"4425",2011-07-08,6
"4426",2011-07-08,7
"4427",2011-07-08,8
"4428",2011-07-08,9
"4429",2011-07-08,10
"4430",2011-07-08,11
"4431",2011-07-08,12
"4432",2011-07-08,13
"4433",2011-07-08,14
"4434",2011-07-08,15
"4435",2011-07-08,16
"4436",2011-07-08,17
"4437",2011-07-08,18
"4438",2011-07-08,19
"4439",2011-07-08,20
"4440",2011-07-08,21
"4441",2011-07-08,22
"4442",2011-07-08,23
"4443",2011-07-09,0
"4444",2011-07-09,1
"4445",2011-07-09,2
"4446",2011-07-09,3
"4447",2011-07-09,4
"4448",2011-07-09,5
"4449",2011-07-09,6
"4450",2011-07-09,7
"4451",2011-07-09,8
"4452",2011-07-09,9
"4453",2011-07-09,10
"4454",2011-07-09,11
"4455",2011-07-09,12
"4456",2011-07-09,13
"4457",2011-07-09,14
"4458",2011-07-09,15
"4459",2011-07-09,16
"4460",2011-07-09,17
"4461",2011-07-09,18
"4462",2011-07-09,19
"4463",2011-07-09,20
"4464",2011-07-09,21
"4465",2011-07-09,22
"4466",2011-07-09,23
"4467",2011-07-10,0
"4468",2011-07-10,1
"4469",2011-07-10,2
"4470",2011-07-10,3
"4471",2011-07-10,4
"4472",2011-07-10,5
"4473",2011-07-10,6
"4474",2011-07-10,7
"4475",2011-07-10,8
"4476",2011-07-10,9
"4477",2011-07-10,10
"4478",2011-07-10,11
"4479",2011-07-10,12
"4480",2011-07-10,13
"4481",2011-07-10,14
"4482",2011-07-10,15
"4483",2011-07-10,16
"4484",2011-07-10,17
"4485",2011-07-10,18
"4486",2011-07-10,19
"4487",2011-07-10,20
"4488",2011-07-10,21
"4489",2011-07-10,22
"4490",2011-07-10,23
"4491",2011-07-11,0
"4492",2011-07-11,1
"4493",2011-07-11,2
"4494",2011-07-11,3
"4495",2011-07-11,4
"4496",2011-07-11,5
"4497",2011-07-11,6
"4498",2011-07-11,7
"4499",2011-07-11,8
"4500",2011-07-11,9
"4501",2011-07-11,10
"4502",2011-07-11,11
"4503",2011-07-11,12
"4504",2011-07-11,13
"4505",2011-07-11,14
"4506",2011-07-11,15
"4507",2011-07-11,16
"4508",2011-07-11,17
"4509",2011-07-11,18
"4510",2011-07-11,19
"4511",2011-07-11,20
"4512",2011-07-11,21
"4513",2011-07-11,22
"4514",2011-07-11,23
"4515",2011-07-12,0
"4516",2011-07-12,1
"4517",2011-07-12,2
"4518",2011-07-12,3
"4519",2011-07-12,4
"4520",2011-07-12,5
"4521",2011-07-12,6
"4522",2011-07-12,7
"4523",2011-07-12,8
"4524",2011-07-12,9
"4525",2011-07-12,10
"4526",2011-07-12,11
"4527",2011-07-12,12
"4528",2011-07-12,13
"4529",2011-07-12,14
"4530",2011-07-12,15
"4531",2011-07-12,16
"4532",2011-07-12,17
"4533",2011-07-12,18
"4534",2011-07-12,19
"4535",2011-07-12,20
"4536",2011-07-12,21
"4537",2011-07-12,22
"4538",2011-07-12,23
"4539",2011-07-13,0
"4540",2011-07-13,1
"4541",2011-07-13,2
"4542",2011-07-13,3
"4543",2011-07-13,4
"4544",2011-07-13,5
"4545",2011-07-13,6
"4546",2011-07-13,7
"4547",2011-07-13,8
"4548",2011-07-13,9
"4549",2011-07-13,10
"4550",2011-07-13,11
"4551",2011-07-13,12
"4552",2011-07-13,13
"4553",2011-07-13,14
"4554",2011-07-13,15
"4555",2011-07-13,16
"4556",2011-07-13,17
"4557",2011-07-13,18
"4558",2011-07-13,19
"4559",2011-07-13,20
"4560",2011-07-13,21
"4561",2011-07-13,22
"4562",2011-07-13,23
"4563",2011-07-14,0
"4564",2011-07-14,1
"4565",2011-07-14,2
"4566",2011-07-14,3
"4567",2011-07-14,4
"4568",2011-07-14,5
"4569",2011-07-14,6
"4570",2011-07-14,7
"4571",2011-07-14,8
"4572",2011-07-14,9
"4573",2011-07-14,10
"4574",2011-07-14,11
"4575",2011-07-14,12
"4576",2011-07-14,13
"4577",2011-07-14,14
"4578",2011-07-14,15
"4579",2011-07-14,16
"4580",2011-07-14,17
"4581",2011-07-14,18
"4582",2011-07-14,19
"4583",2011-07-14,20
"4584",2011-07-14,21
"4585",2011-07-14,22
"4586",2011-07-14,23
"4587",2011-07-15,0
"4588",2011-07-15,1
"4589",2011-07-15,2
"4590",2011-07-15,3
"4591",2011-07-15,4
"4592",2011-07-15,5
"4593",2011-07-15,6
"4594",2011-07-15,7
"4595",2011-07-15,8
"4596",2011-07-15,9
"4597",2011-07-15,10
"4598",2011-07-15,11
"4599",2011-07-15,12
"4600",2011-07-15,13
"4601",2011-07-15,14
"4602",2011-07-15,15
"4603",2011-07-15,16
"4604",2011-07-15,17
"4605",2011-07-15,18
"4606",2011-07-15,19
"4607",2011-07-15,20
"4608",2011-07-15,21
"4609",2011-07-15,22
"4610",2011-07-15,23
"4611",2011-07-16,0
"4612",2011-07-16,1
"4613",2011-07-16,2
"4614",2011-07-16,3
"4615",2011-07-16,4
"4616",2011-07-16,5
"4617",2011-07-16,6
"4618",2011-07-16,7
"4619",2011-07-16,8
"4620",2011-07-16,9
"4621",2011-07-16,10
"4622",2011-07-16,11
"4623",2011-07-16,12
"4624",2011-07-16,13
"4625",2011-07-16,14
"4626",2011-07-16,15
"4627",2011-07-16,16
